,req,reqId,reqPriority,reqSeverity,reqType
14653,Stop using deprecated-sync-thenables in DebuggerServerConnection._queueResponse,1442312,P2,normal,enhancement
14654,Track content process startup memory in AWSY,1442361,--,normal,enhancement
14655,Implement colors.frame_incognito and colors.frame_incognito_inactive for chrome compatibility,1442461,P3,normal,enhancement
14656,Ability to edit mailtext,397790,--,normal,enhancement
14657,Allow styling individual tabs,1320585,P3,normal,enhancement
14659,[Wayland] - display set up,1215078,--,normal,enhancement
14664,Sites filtered out by improvesearch.noDefaultSearchTile are replaced by default sites,1483653,P1,normal,enhancement
14666,Migrate Firefox Desktop's first run experience from a web page to an in-product experience,1448918,P3,normal,enhancement
14672,"Remove preference ""layout.css.column-span.enabled"" after it reaches the release channel",1499281,P4,normal,enhancement
14681,Allow nursery-allocating most RegExp objects,1368461,--,normal,enhancement
14697,Baldr: add wasmCompileInSeparateProcess() testing function,1500203,P2,normal,enhancement
14709,Update webrender to ac6114d8198f90c7a7be40b80c5bd6f302a1bf4a (WR PR #3397),1514742,P3,normal,enhancement
14711,determine whether/what we need to support plugins (i.e. Flash) in aarch64 windows,1513287,P2,normal,enhancement
14728,Expand unit test coverage for datetime formatting,1473329,--,normal,enhancement
14729,Replace progressmeter in SeaMonkey Downloads Manager,1473396,--,normal,enhancement
14740,Stop inserting the default smart bookmarks into new profiles,1446325,P2,normal,enhancement
14741,Enable Talos on linux64-ccov.,1372324,--,normal,enhancement
14743,Implement Safe Browsing API v2,795339,--,normal,enhancement
14752,Purge -moz- and -webkit-prefixed values from completion list in devtools,1457333,P3,normal,enhancement
14757,Move ChromeRegistry::IsLocaleRTL to LocaleService::IsLocaleRTL.,1347272,--,normal,enhancement
14764,Cache Mercurial wire protocol responses in S3,1507221,--,normal,enhancement
14766,"[es5 migration] boolean values are borked, causing warnings during reindexing",1393653,P3,normal,task
14767,"Remove ""tree"" from about:config",1446393,P3,normal,enhancement
14773,get shape-outside case in fetch-request-css-images.https.html WPT to pass,1373743,P3,normal,enhancement
14774,New HTML Header for BMO,1376826,--,normal,enhancement
14775,Move JS code out of bug/comments.html.tmpl,460799,--,normal,enhancement
14776,Implement a pref that enables only a separate socket process without http part,1509406,P2,normal,enhancement
14778,contentSearchUI.js should not add a beforeunload listener on all about:home pages,1381659,P1,normal,enhancement
14779,Add search hand-off pref to firefox.js,1516044,P1,normal,enhancement
14785,Asynchronous paints should hold a ref to backing TextureClients,1385101,--,normal,enhancement
14787,[Firefox 10th] Google Play Landing Page - Screenshot Updates (copy),1084596,--,normal,task
14795,deploy autograph edge for train-2,1573543,--,normal,task
14809,[socket process] Fix HTTP cache data writing,1509823,P2,normal,enhancement
14810,[remote-dbg-next] UX: Runtime page tab debug target,1512642,P1,normal,enhancement
14811,[meta] Clear definition of defect vs. enhancement vs. task in Firefox-related components,1522340,--,normal,enhancement
14815,Pre-compile JSM scripts into the shared JSM global rather than compilation scope,1381976,--,normal,enhancement
14817,Redefine date/time input related preferences,1344642,P2,normal,enhancement
14826,Update webrender to b04e28d59a339fe0b155ff4e5edfe2f2edac71f9 (WR PR 3264),1504507,P3,normal,enhancement
14832,Support packet.net cloud provider,1522852,P1,normal,enhancement
14845,Convert redirects to absolute path,1503483,--,normal,task
14846,Investigate glean pings not showing up in the CEP,1519147,P1,normal,enhancement
14849,[META] Implement modules of CSS,1323667,--,normal,enhancement
14854,Consider using status panel for indicating container,1357399,P3,normal,enhancement
14857,Tests appear to fight each other when PR and push run simultaneously,1481942,P5,normal,enhancement
14872,"Enable reftypes + repurpose the --wasm-gc flag / about:config option for the ""gc"" feature",1488205,P3,normal,enhancement
14876,[macOS 10.14] Use MAP_JIT for all executable JIT pages for 10.14 Enhanced Runtime,1474447,P3,normal,enhancement
14879,Remove nsIControllerCommandGroup because it is dead code,1491605,P3,normal,enhancement
14880,Make the ipc calls for getting animation values on the compositor more generic,1479234,P3,normal,enhancement
14894,Prototype hardware clusters with perf metrics,1475242,P3,normal,enhancement
14911,[remote-dbg-next] Add Processes category and allow to debug main process,1522062,P1,normal,enhancement
14913,Support interactive feature in docker engine,1505018,--,normal,enhancement
14915,[meta] Build Firefox with macOS 10.14 SDK,1475652,--,normal,enhancement
14941,Re-enable large-border-radius crashtests,1510076,P3,normal,enhancement
14942,Update webrender to f450af9277e2474e2a2a2c1358689ca9486e2a09 (WR PR #3345),1510078,P3,normal,enhancement
14943,Update webrender to 35027d93aded8c0a7887dadc8aef5e393171e802 (WR PR #3348),1510084,P3,normal,enhancement
14949,"Create canonical, publicly available list of valid (os, appName) pairs for mobile product telemetry",1463517,P1,normal,task
14951,[meta] Fix -Wunused-lambda-capture warnings,1375385,--,normal,enhancement
14962,Update webrender to 591f577fcc16f7ac9cda206072d8aee4f0358b0f (WR PR 3296),1506573,P3,normal,enhancement
14963,ContentEventHandler shouldn't use nsRange for representing two DOM points,1375502,--,normal,enhancement
14966,[remote-dbg-next] UX-implementation: Show basic information about target in about:devtools-toolbox,1506784,P1,normal,enhancement
14969,stylo: Stop doing EnsureSameStructsCached during the post-traversal,1376655,--,normal,enhancement
14970,Integrate DevTools into SeaMonkey,1114519,--,normal,enhancement
14972,Develop heuristic for monitoring WebRTC connection quality,1377306,P3,normal,enhancement
14973,re:dash dashboard derived from the glean baseline ping,1509046,P1,normal,enhancement
14974,Implement initial version of post-Sandstone theme including Dark Mode,1377977,P1,blocker,enhancement
14975,Remove nsIDOMRange,1377980,P3,normal,enhancement
14976,"""Automatically add outgoing e-mail address"" should include OSX System Address Book",463404,--,normal,enhancement
14978,Make sure we have tests for WindowProxy lookups involving navigation and document.domain,1517424,P2,normal,enhancement
14979,Wayland clipboard timeout doesn't handle EINTR,1523822,P3,normal,enhancement
14983,[remote-dbg-next] UX: Notify user when a device is disconnected,1501192,P2,normal,enhancement
14984,"Make sure that copying preference values from the new ""about:config"" page preserves whitespace",1501411,P5,normal,enhancement
14989,Figure out the deal with WebVR and WebRender integration,1343905,P3,normal,enhancement
14998,"When opening new tabs and windows never load ""about:newtab"" but ""about:blank""",1506643,P1,normal,enhancement
15003,"APZ: Enable ""apz.keyboard.enabled"" by default",1376525,P2,normal,enhancement
15008,Additional a/v required in Toronto community space,721145,--,normal,task
15009,Painting deadlocks with Skia and async OMTP,1390755,P3,normal,enhancement
15011,Enable object-shorthand eslint rule,1330099,P3,normal,enhancement
15030,Remove browser.frame.validate_origin pref,1514095,P3,normal,enhancement
15032,"Links opened in new window should inherit ""back"" history",142596,--,normal,enhancement
15042,[remote-dbg-next] migrate aboutdebugging test: browser_service_workers_multi_content_process.js,1500390,P3,normal,enhancement
15047,Add anyref-related instructions to Ion,1508559,P2,normal,enhancement
15048,[tracking] improve firefox-ci monitoring and worker resiliency,1518914,--,normal,enhancement
15049,[meta] Test Task Efficiencies Project 2019,1518930,P3,normal,enhancement
15052,Add a disabled style for the input checkboxes in the pseudo class panel,1519975,P3,normal,enhancement
15057,"Use mtransport in a separate process, guarded by a pref",1521879,P2,normal,enhancement
15059,Provide a way to toggle glean debugging options from consumer applications at runtime,1522430,P1,normal,enhancement
15065,Add dothayer@mozilla.com to the perfteam Github team,1575277,--,normal,task
15067,Add sefeng@mozilla.com to the perfteam Github team,1575280,--,normal,task
15068,[meta] DevTools tab bar UX improvements,1444299,--,normal,enhancement
15086,Remove the ability to override the node name using XBL.,1450652,P3,normal,task
15087,Remove useless extends= in menubar bindings.,1450653,--,normal,task
15091,PAR123 Salle des Fetes - SVSI RGB Color Space Issue,932323,--,normal,task
15092,Remove insertItemAt and removeItemAt methods from XUL widgets,1456611,P5,normal,task
15093,Switch to new Google search codes,1513942,P1,normal,enhancement
15094,Add auto-completion for element names,1325599,P2,normal,enhancement
15096,Remove nsIDOMXULTextBoxElement,1456703,P3,normal,task
15100,Provide option to sync only over WiFi,802749,P3,normal,enhancement
15106,[CSD] Enable round corners by default,1489097,P3,normal,enhancement
15107,Specify test paths separately for each suite in try_task_config.json MOZHARNESS_TEST_PATHS,1489100,--,normal,enhancement
15114,"*.eml, news://host/article or imap:// should open the article/mail in a (new?) mail window",11076,P3,normal,enhancement
15118,"The word ""Version is hard coded; not all pages use field_descs.version",684946,--,normal,enhancement
15121,Investigate timestamp shift in bug history on 2016-05-25,1513981,--,normal,task
15123,Decide on how exactly to copy Service Worker Controller from parent to child,1441932,P2,normal,enhancement
15124,DLL interceptors should share trampoline VM,1451524,P1,normal,enhancement
15126,MinGW Capitalization Fixes,1480177,P5,normal,enhancement
15133,Get rid of nsIDOMFocusEvent,1446708,P2,normal,enhancement
15137,Enable ESLint for dom/ipc,1508990,P3,normal,enhancement
15149,Put more font-variations support behind the variations.enabled pref,1459163,--,normal,enhancement
15150,Add the ability for firefox.exe to use the launcher process by default,1477790,P1,normal,enhancement
15169,Update webrender to 604c69a40920e34bb1b8fa3f02bca6e5edfe73f4 (WR PR #3352),1510074,P3,normal,enhancement
15170,"Remove ""tree"" from the certificate viewer",1446384,P3,normal,task
15173,Remove annotation support from PlacesTransactions,1469698,P2,normal,task
15183,Stand up reftest selftests,1392390,--,normal,enhancement
15195,"Move SRTP logic out of MediaPipeline, and into mtransport",1455647,P2,normal,enhancement
15205,Send New Relic custom attributes as the correct data type,1373245,P2,normal,enhancement
15207,Collect crash data from Android apps using glean,1522461,P1,normal,enhancement
15226,Room History: MTV-3H (Holodeck),724008,--,normal,task
15229,Implement worker modules,1247687,--,normal,task
15231,Handle TDZCheckCache in IfThenElseEmitter.,1460154,P3,normal,enhancement
15241,Change nsHostResolver to dispatch one resolver task per native lookup,1478732,P2,normal,enhancement
15245,Enable ESLint for dom/svg/,1508987,P3,normal,enhancement
15250,cleanup a bit the perspective / transform interactions.,1510780,P3,normal,enhancement
15262,"Check whether any pieces of the pipeline use the extra histogram fields ""range"", ""bucket_count"", and ""histogram_type""",1448448,P3,normal,enhancement
15264,Privileged content process should be restricted to only loading pages that have URI_CAN_LOAD_IN_PRIVILEGED_CHILD,1505185,--,normal,enhancement
15276,[RFE] NoCeM support,73075,--,normal,enhancement
15277,Remove nsIDOMHTMLEmbedElement,1387184,--,normal,enhancement
15278,Convert from reference by value to reference by ID - bug_severity,398747,--,normal,enhancement
