,BinaryClass,CosSimilarity,MultiClass,SemSimilarity,req1,req1Id,req1Priority,req1Severity,req1Type,req2,req2Id,req2Priority,req2Severity,req2Type
0,1,0,requires,0,[meta] [remote-dbg-next] UX Review and polish for new about:debugging,1498149,--,normal,enhancement,unable to view winmail.dat attachment (outlook),173693,--,normal,enhancement
0,1,0,requires,0,Remove support code for ispdata,1467238,--,minor,enhancement,[meta] [remote-dbg-next] UX Review and polish for new about:debugging,1498149,--,normal,enhancement
1,1,0,requires,0,"[filter-effects-2] Let ""backdrop-filter"" ride the trains to release",1573964,P3,normal,task,[meta] [remote-dbg-next] UX Review and polish for new about:debugging,1498149,--,normal,enhancement
0,1,0,requires,0,Browse zipfile/tarfile contents directly.,186283,--,normal,enhancement,Ensure we comply with access removal rules of the storage access API,1498250,P2,normal,enhancement
1,1,0,requires,0,[meta] Controller,1477948,P3,normal,task,Ensure we comply with access removal rules of the storage access API,1498250,P2,normal,enhancement
0,1,0,requires,0,Ensure vp8 temporal layers are allocated enough bits to initialize.,1498322,P3,normal,enhancement,Add debug log for blocking autoplay,1480281,--,normal,enhancement
0,1,0,requires,0,Show a warning for invalid declarations and filter icon for overridden declarations in the new rules view,1521243,P3,normal,enhancement,Ensure vp8 temporal layers are allocated enough bits to initialize.,1498322,P3,normal,enhancement
0,1,0,requires,0,Enable by default setSinkId pref,1498512,P3,normal,enhancement,Tracking protection toggle and sync button should have their separators aligned,1465337,P1,normal,enhancement
1,1,0,requires,0,Enable by default setSinkId pref,1498512,P3,normal,enhancement,Add ability to optionally load XUL reftests in a privileged context,1465457,--,normal,enhancement
2,1,0,requires,0,Enable by default setSinkId pref,1498512,P3,normal,enhancement,Should provide option to turn of sound,469993,--,normal,enhancement
0,1,0,requires,0,A dedicated worker's COEP must match its parent document's COEP,1575090,P2,normal,enhancement,Enable by default setSinkId pref,1498512,P3,normal,enhancement
0,1,0,requires,0,Improve triggering principals used in the URL bar code,1498553,P2,normal,enhancement,Use a const in the for loop declaration to avoid copy in nsGlobalWindow.cpp,1346737,--,normal,enhancement
0,1,0,requires,0,Audit and verify usages of system principal in remotebrowserutils,1498600,P3,normal,enhancement,Snap: Ship nightly on the edge channel,1451694,--,normal,enhancement
0,1,0,requires,0,Audit and verify usages of system principal in backgroundPageThumbsContent.js,1498603,P3,normal,enhancement,Snap: Ship nightly on the edge channel,1451694,--,normal,enhancement
0,1,0,requires,0,'./mach doc' should not require globally installed jsdoc,1498604,--,normal,enhancement,Update and run WebRTC mochitests,1454644,P2,normal,enhancement
1,1,0,requires,0,'./mach doc' should not require globally installed jsdoc,1498604,--,normal,enhancement,Re-enable layout/style/test/test_shape_outside_CORS.html,1454694,P3,normal,enhancement
0,1,0,requires,0,Support processing searchfox indexes created by taskcluster try builds for local serving,1463888,--,normal,enhancement,'./mach doc' should not require globally installed jsdoc,1498604,--,normal,enhancement
1,1,0,requires,0,Chiclet animation for CFR,1484030,P1,normal,enhancement,'./mach doc' should not require globally installed jsdoc,1498604,--,normal,enhancement
0,1,0,requires,0,Audit and verify usages of system principal in nsWindowWatcher.cpp,1498605,P2,normal,enhancement,Snap: Ship nightly on the edge channel,1451694,--,normal,enhancement
0,1,0,requires,0,Use .properties for the CSS summary tables in pt-BR pages,1216425,--,normal,enhancement,Measure mutex contention rates,1498643,--,normal,enhancement
1,1,0,requires,0,"Allow to use ""create new node"" for shadowAnonymous element",1478586,P3,normal,enhancement,Measure mutex contention rates,1498643,--,normal,enhancement
2,1,0,requires,0,Use .properties for the CSS summary tables in it pages,1216423,--,normal,enhancement,Measure mutex contention rates,1498643,--,normal,enhancement
0,1,0,requires,0,[Meta] Seamless media playback looping,1498733,--,normal,enhancement,Enable client/debugger/test/mochitest/browser_dbg_source-maps-04.js in e10s,1478243,P3,normal,enhancement
1,1,0,requires,0,[Meta] Seamless media playback looping,1498733,--,normal,enhancement,add atomic operation support for aarch64 windows,1480587,P2,normal,enhancement
2,1,0,requires,0,[Meta] Seamless media playback looping,1498733,--,normal,enhancement,BigInt relational comparison,1492669,P2,normal,enhancement
3,1,0,requires,0,[Meta] Seamless media playback looping,1498733,--,normal,enhancement,Can't reliably connect Windows and Linux laptop to ATEM via Podium inputs in SFO Commons.,1100165,--,normal,task
4,1,0,requires,0,[Meta] Seamless media playback looping,1498733,--,normal,enhancement,Implement the counter metric type parser,1497878,P3,normal,enhancement
0,1,0,requires,0,fix minidump_callback.h for aarch64 windows,1506138,--,normal,enhancement,[Meta] Seamless media playback looping,1498733,--,normal,enhancement
0,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,"Update ""com.jetbrains.python.envs"" to 0.0.26",1512947,P3,normal,enhancement
1,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Indicating when link destination will be opened in new window,299210,--,normal,enhancement
2,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Send email when release build started,1492128,P3,normal,enhancement
3,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Have IPC for picking client certificate for authentication,1512478,--,normal,enhancement
4,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Figure out how to handle Security Callbacks and SSL_SetPKCS11PinArg with the isolated PSM on the Socket Process,1512479,--,normal,enhancement
5,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Update webrender to 34d58890821d2e606285f21cd6f4befd46c83d47 (WR PR #3389),1512624,P3,normal,enhancement
6,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Update webrender to baf98a257705ccb2b0b58c9421b80faccf09001c (WR PR #3391),1512628,P3,normal,enhancement
7,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,[tracker] move to gcp,1512641,P1,normal,task
8,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Implement URL canonizing via Ctrl key,1512652,P2,normal,enhancement
9,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Properly display and support selecting search matches,1512654,P2,normal,enhancement
10,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,[remote-dbg-next] UX: Runtime page worker debug target,1512658,P1,normal,enhancement
11,1,0,requires,0,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement,Pass default to GetIntPref/GetBoolPref/GetCharPref to avoid having to use try/catch,1514612,--,normal,enhancement
0,1,0,requires,0,Don't use nsIScriptableUnicodeConverter to read bookmarks,1444329,P1,normal,enhancement,[meta] Mark each method of editor which changes DOM tree or dispatches DOM event as MOZ_CAN_RUN_SCRIPT,1498984,P3,normal,enhancement
0,1,0,requires,0,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement,Add support for doorhanger testing via asrouter admin panel,1486529,P1,normal,enhancement
1,1,0,requires,0,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement,Sybase has no REGEXP operator,285547,--,normal,enhancement
2,1,0,requires,0,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement,"Provide option for ignoring »target=""_blank""«",678807,--,normal,enhancement
3,1,0,requires,0,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement,Replace `actorPrefix` with `typeName` in actors,1467565,P3,normal,enhancement
4,1,0,requires,0,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement,Underline should skip character/part-of-character that is below the base line (text-decoration-mode),156881,--,normal,enhancement
5,1,0,requires,0,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement,Move domain attribute from HTMLDocument to Document,1467625,P2,normal,enhancement
0,1,0,requires,0,"Remove unused autocomplete-result-popupset and <children includes=""toolbarbutton""/> from the urlbar binding",1514497,P1,normal,task,[BinAST] Share code between regular parser and BinAST parser,1499044,P3,normal,enhancement
0,1,0,requires,0,Run tasks under unique OS user accounts on Linux,1499054,--,normal,enhancement,Enable client/debugger/test/mochitest/browser_dbg_target-scoped-actor-01.js in e10s,1478244,P3,normal,enhancement
0,1,0,requires,0,Remove the tabbrowser-browser-* bindings,1442058,P3,normal,task,Run tasks under unique OS user accounts on Linux,1499054,--,normal,enhancement
0,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Implement wrap-through CSS property,1354486,P3,normal,enhancement
1,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Remove the proprietary persistent indexedDB permission,1354500,P3,normal,enhancement
2,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Add a 'Downloads' button to the Library panel,1354532,P1,normal,enhancement
3,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Update the 'History' view in the Library for photon,1354533,P1,normal,enhancement
4,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Add a 'Pocket List' button to the Library panel,1354534,P1,normal,enhancement
5,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Add a 'Recent Activity' list to the Library panel,1354536,P1,normal,enhancement
6,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Remove iterator result object from the stack before the back edge in for-of loop to optimize more in JIT,1354554,--,normal,enhancement
7,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Sel-generated HTTP error pages over self-generated HTTP error dialogues.,174911,--,normal,enhancement
8,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Add a DOM View to the inspector,704094,P5,normal,enhancement
9,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,about:support should sort the extensions,573030,--,normal,enhancement
10,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,[RFE] HTML header/footer printing for webpage as a advanced option,441959,--,normal,enhancement
11,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,about:support should list installed themes,573034,--,normal,enhancement
12,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Investigate lifecycle and time requirements and impact for HSTS preload sites,1359511,--,normal,task
13,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,"Add strongly typed coordinate systems to gfx/layers/wr, part 2",1360246,P3,normal,enhancement
14,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Add telemetry in MediaCache to monitor the maximum number of block owners,1366936,--,normal,enhancement
15,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,error: duplicate symbol: nsXPTCStubBase::,1459624,--,normal,enhancement
16,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,[meta] Service Workers Tests,1328614,P3,normal,task
17,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,about:preferences should link to about:addons and vice-versa,1483335,P2,normal,enhancement
18,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Remove ScrollBoxObject,1454358,P5,normal,enhancement
19,1,0,requires,0,[META] Support docker-worker tasks in generic-worker,1499055,--,normal,enhancement,Annotate New Relic transactions with request User Agent,1354484,P3,normal,enhancement
